ID,Category,English,Nepali,Review,Source
"ui.eighth_dublee_ready_04d19cd0","marriage","Eighth Dublee ready","","candidate","client/src/components/MarriageFinishTool.tsx:23"
"ui.eligible_to_see_maal_value_value_ready_72c714ad","marriage","Eligible to see Maal · {{value1}} {{value2}} ready","","ui","client/src/components/MaalReady.tsx:32"
"ui.final_discard_da6169ed","marriage","Final discard","","ui","client/src/components/MarriageAnnouncements.tsx:76"
"ui.final_discard_value_9b7a277b","marriage","Final discard: {{value1}}","","ui","client/src/components/MarriageWinPanel.tsx:54"
"ui.finish_becomes_available_when_the_server_permits_it_aft_eccb3979","marriage","Finish becomes available when the server permits it after drawing on your turn.","","ui","client/src/components/MarriageFinishTool.tsx:74"
"ui.fold_this_round_you_can_keep_watching_your_final_points_dcc59b38","marriage","Fold this round? You can keep watching. Your final points will still be settled.","","ui","client/src/screens/MarriageTable.tsx:180"
"ui.folded_watching_this_round_b6691bc8","marriage","Folded · Watching this round","","ui","client/src/screens/MarriageTable.tsx:157"
"ui.folding_485a616f","marriage","Folding","","candidate","client/src/components/MarriagePlayers.tsx:114"
"ui.folding_withdraws_you_from_the_round_if_only_one_player_057d6769","marriage","Folding withdraws you from the round. If only one player remains, they win by fold; points still settle under the configured rules.","","candidate","client/src/components/MarriagePlayers.tsx:114"
"ui.game_result_efa68679","marriage","Game result","","ui","client/src/components/MarriageCardArea.tsx:88; client/src/components/MarriageCardArea.tsx:89; client/src/components/MarriagePlayers.tsx:75"
"ui.game_stats_2d308536","marriage","Game stats","","ui","client/src/components/MarriagePlayers.tsx:75"
"ui.have_value_e6f4da9d","marriage","Have: {{value1}}","","ui","client/src/components/MaalProgress.tsx:44"
"ui.hidden_d4c2792a","marriage","Hidden","","candidate","client/src/components/MarriageCardArea.tsx:84"
"ui.hidden_card_20848fdb","marriage","Hidden card","","ui","client/src/screens/MarriageTable.tsx:207"
"ui.identical_copies_from_different_decks_count_as_the_same_00ee416d","marriage","Identical copies from different decks count as the same combination. You can still arrange cards manually.","","ui","client/src/components/MaalReady.tsx:55"
"ui.improves_coverage_to_value_value_cards_d344005d","marriage","improves coverage to {{value1}}/{{value2}} cards","","candidate","client/src/components/MarriageFinishTool.tsx:69"
"ui.initial_tunnelas_af0c2bfc","marriage","Initial Tunnelas","","candidate","client/src/components/MarriagePlayers.tsx:107"
"ui.initial_tunnelas_shown_72a4ae06","marriage","Initial Tunnelas shown","","candidate","client/src/components/MarriageAnnouncements.tsx:64"
"ui.just_drawn_6b850ee2","marriage","Just drawn","","ui","client/src/screens/MarriageTable.tsx:208"
"ui.last_discard_2c77b4fd","marriage","Last discard","","ui","client/src/components/MarriageCardArea.tsx:90"
"ui.locked_qualification_cards_c5d71a07","marriage","Locked qualification cards","","ui","client/src/components/MarriageFinishTool.tsx:75"
"ui.maal_d5875e48","marriage; scores-and-ledger","Maal","","ui","client/src/components/MarriageCardArea.tsx:107; client/src/components/MarriageMaalPanel.tsx:54; client/src/components/MarriageScoring.tsx:73"
"ui.maal_eligible_show_for_maal_59a323a5","marriage","Maal eligible · Show for Maal","","candidate","client/src/components/MarriageMaalPanel.tsx:38"
"ui.maal_eligible_view_options_d3ccf2f5","marriage","Maal eligible · View options","","candidate","client/src/components/MarriageMaalPanel.tsx:38"
"ui.maal_hidden_2cc2ea88","marriage","Maal hidden","","ui","client/src/components/MarriageCardArea.tsx:110"
"ui.maal_not_eligible_83ff7bf4","marriage","Maal not eligible","","candidate","client/src/components/MarriageMaalPanel.tsx:38"
"ui.maal_not_seen_de9b1de4","marriage; scores-and-ledger","Maal not seen","","candidate","client/src/components/MarriagePlayers.tsx:59; client/src/components/MarriagePlayers.tsx:80; client/src/components/MarriageScoring.tsx:96"
"ui.maal_seen_b68733ce","marriage; scores-and-ledger","Maal seen","","candidate","client/src/components/MarriagePlayers.tsx:59; client/src/components/MarriagePlayers.tsx:80; client/src/components/MarriageScoring.tsx:96"
"ui.maal_unlocked_opens_this_player_s_declared_sequences_or_2385c8fa","marriage","Maal unlocked. Opens this player's declared sequences or Dublees.","","ui","client/src/components/MarriagePlayers.tsx:38"
"ui.man_value_088636bf","marriage","Man · {{value1}}","","candidate","client/src/multiplayer/marriage.ts:26"
"ui.man_cannot_form_a_natural_dublee_260a9dc5","marriage","Man cannot form a natural Dublee.","","ui","client/src/components/MarriageFinishTool.tsx:57"
"ui.marriage_eligible_show_marriage_bd907775","marriage","Marriage eligible · Show Marriage","","candidate","client/src/components/MarriageWinPanel.tsx:34"
"ui.marriage_eligible_view_options_aba6349f","marriage","Marriage eligible · View options","","candidate","client/src/components/MarriageWinPanel.tsx:34"
"ui.marriage_not_eligible_183c2835","marriage","Marriage not eligible","","candidate","client/src/components/MarriageWinPanel.tsx:34"
"ui.matching_copies_may_be_held_by_others_or_already_discar_0ef19bac","marriage","Matching copies may be held by others or already discarded. This is not a prediction of available draws.","","ui","client/src/components/MarriageFinishTool.tsx:55"
"ui.natural_groups_91c4a468","marriage","Natural groups","","candidate","client/src/components/MarriagePlayers.tsx:108"
"ui.need_d9365df5","marriage","NEED","","ui","client/src/components/MaalProgress.tsx:48"
"ui.need_a_new_matching_pair_9dadbde9","marriage","Need a new matching pair.","","candidate","client/src/components/MaalProgress.tsx:51"
"ui.need_a_new_natural_sequence_or_tunnela_182e3c66","marriage","Need a new natural sequence or Tunnela.","","candidate","client/src/components/MaalProgress.tsx:51"
"ui.need_another_value_a6370c5a","marriage","Need another {{value1}}.","","candidate","client/src/components/MarriageFinishTool.tsx:53"
"ui.need_value_efed57f3","marriage","Need: {{value1}}","","candidate","client/src/components/MaalProgress.tsx:51"
"ui.need_value_c04221b0","marriage","Need: {{value1}}.","","ui","client/src/components/MarriageFinishTool.tsx:66"
"ui.needed_value_4dc2bf33","marriage","Needed {{value1}}","","ui","client/src/components/MaalProgress.tsx:47"
"ui.new_66aabd91","marriage","NEW","","ui","client/src/screens/MarriageTable.tsx:213"
"ui.next_combination_b5329211","marriage","Next combination","","candidate","client/src/components/MaalReady.tsx:52"
"ui.next_option_f8ce1157","marriage","Next option","","candidate","client/src/components/MarriageMaalPanel.tsx:60; client/src/components/MarriageWinPanel.tsx:51"
"ui.no_tunnela_declare_none_4b13685c","marriage","No Tunnela · Declare none","","candidate","client/src/components/MarriageTunnelaPanel.tsx:43"
"ui.normal_9c2a6e48","marriage","normal","","ui","client/src/components/MaalProgress.tsx:36"
"ui.not_shown_54bf18b8","marriage","Not shown","","candidate","client/src/components/MarriagePlayers.tsx:16"
"ui.one_card_gaps_among_the_remaining_cards_12ec823d","marriage","One-card gaps among the remaining cards","","ui","client/src/components/MarriageFinishTool.tsx:64"
"ui.only_shown_tunnelas_qualify_for_the_initial_declaration_61e01fe3","marriage","Only shown Tunnelas qualify for the initial declaration bonus. This does not unlock Maal.","","ui","client/src/components/MarriageTunnelaPanel.tsx:41"
"ui.only_you_can_see_these_options_review_a_combination_the_a2f5f760","marriage","Only you can see these options. Review a combination, then show it after drawing on your turn.","","ui","client/src/components/MaalReady.tsx:43"
"ui.option_value_of_value_b2977b44","marriage","Option {{value1}} of {{value2}}","","candidate","client/src/components/MarriageMaalPanel.tsx:59; client/src/components/MarriageWinPanel.tsx:50"
"ui.outside_this_plan_value_cards_191c8021","marriage","Outside this plan · {{value1}} cards","","ui","client/src/components/MaalProgress.tsx:54"
"ui.plan_winning_hand_ed1c2d80","marriage","Plan winning hand","","candidate","client/src/components/MarriageFinishTool.tsx:37"
"ui.player_stats_appear_when_the_game_starts_5d5657e3","marriage","Player stats appear when the game starts.","","ui","client/src/components/MarriagePlayers.tsx:85"
"ui.points_4b2a6a31","marriage","Points","","ui","client/src/screens/MarriageTable.tsx:129"
"ui.points_and_privacy_d1c9de1a","marriage","Points and privacy","","candidate","client/src/components/MarriagePlayers.tsx:113"
"ui.poke_player_08e5a721","marriage","Poke player","","ui","client/src/components/MarriagePlayers.tsx:64"
"ui.previous_combination_574ccb8f","marriage","Previous combination","","candidate","client/src/components/MaalReady.tsx:51"
"ui.previous_option_c302fd8d","marriage","Previous option","","candidate","client/src/components/MarriageMaalPanel.tsx:58; client/src/components/MarriageWinPanel.tsx:49"
"ui.ready_20c7c552","marriage","Ready","","candidate","client/src/components/MaalProgress.tsx:43"
"ui.ready_pairs_1c6f9f71","marriage","Ready pairs","","ui","client/src/components/MarriageFinishTool.tsx:48"
"ui.ready_to_review_and_show_a656a404","marriage","Ready to review and show","","candidate","client/src/components/MaalProgress.tsx:35"
"ui.recording_declaration_f954179e","marriage","Recording declaration…","","candidate","client/src/components/MarriageTunnelaPanel.tsx:49"
"ui.remaining_in_your_hand_value_cards_34f38c15","marriage","Remaining in your hand · {{value1}} cards","","ui","client/src/components/MarriageMaalPanel.tsx:67; client/src/components/MarriageWinPanel.tsx:54"
"ui.reveal_cards_to_check_maal_ad51d20a","marriage","Reveal cards to check Maal","","candidate","client/src/components/MarriageMaalPanel.tsx:38"
"ui.reveal_cards_to_check_marriage_b935a113","marriage","Reveal cards to check Marriage","","candidate","client/src/components/MarriageWinPanel.tsx:34"
"ui.reveal_cards_to_check_tunnela_8d9f9084","marriage","Reveal cards to check Tunnela","","candidate","client/src/components/MarriageTunnelaPanel.tsx:43"
"ui.review_3_sequences_tunnelas_a882f397","marriage","Review 3 sequences / Tunnelas","","candidate","client/src/components/MaalProgress.tsx:28"
"ui.review_7_dublees_5dd3f20f","marriage","Review 7 Dublees","","candidate","client/src/components/MaalProgress.tsx:28"
"ui.review_finish_8652c996","marriage","Review finish","","candidate","client/src/components/MarriageFinishTool.tsx:73"
"ui.review_now_show_only_when_allowed_on_your_turn_you_may_5a322aaf","marriage","Review now; show only when allowed on your turn. You may also keep playing.","","ui","client/src/components/MaalProgress.tsx:29"
"ui.review_this_combination_9df6972c","marriage","Review this combination","","candidate","client/src/components/MaalReady.tsx:54"
"ui.round_results_aa089a05","marriage","Round results","","candidate","client/src/components/MarriageAnnouncements.tsx:68"
"ui.rules_caa155ad","marriage","rules","","ui","client/src/components/MarriagePlayers.tsx:75; client/src/components/MarriagePlayers.tsx:96; client/src/screens/MarriageTable.tsx:129"
"ui.rules_and_config_99d68258","marriage","Rules and config","","ui","client/src/components/MarriagePlayers.tsx:75; client/src/screens/MarriageTable.tsx:129"
"ui.seeing_maal_bf8700bc","marriage","Seeing Maal","","candidate","client/src/components/MarriagePlayers.tsx:109"
"ui.select_value_group_value_in_my_hand_56c0995f","marriage","Select {{value1}} group {{value2}} in my hand","","candidate","client/src/components/MaalProgress.tsx:52"
"ui.select_a_card_to_discard_da8ade2d","marriage","Select a card to discard","","candidate","client/src/screens/MarriageTable.tsx:202"
"ui.sequence_92504616","marriage","sequence","","ui","client/src/screens/MarriageTable.tsx:196"
"ui.sequence_5c8f4e0e","marriage","Sequence","","candidate","client/src/components/MaalProgress.tsx:43; client/src/components/MarriageMeldCards.tsx:9; client/src/components/MarriagePlayers.tsx:82"
"ui.sequence_wildcards_34b67f85","marriage","Sequence (wildcards)","","candidate","client/src/components/MarriageMeldCards.tsx:9"
"ui.sequence_tunnela_9027e472","marriage","Sequence / Tunnela","","ui","client/src/components/MarriageMaalPanel.tsx:63; client/src/screens/MarriageTable.tsx:196; client/src/screens/MarriageTable.tsx:198"
"ui.set_448ab73b","marriage","Set","","candidate","client/src/components/MarriageMeldCards.tsx:9"
"ui.seven_dublees_40032f6e","marriage","Seven Dublees","","ui","client/src/components/MaalProgress.tsx:21; client/src/components/MaalProgress.tsx:34; client/src/components/MaalProgress.tsx:36; client/src/components/MarriageMaalPanel.tsx:63"
"ui.seven_previously_shown_dublees_98b2ede0","marriage","Seven previously shown Dublees","","ui","client/src/components/MarriageAnnouncements.tsx:74"
"ui.show_marriage_a60c1ee6","marriage","Show Marriage","","candidate","client/src/components/MarriageWinPanel.tsx:60"
"ui.show_selected_tunnelas_cbc68e99","marriage","Show selected Tunnelas","","candidate","client/src/components/MarriageTunnelaPanel.tsx:39"
"ui.showed_3_sequences_tunnelas_4ed0306f","marriage","showed 3 sequences / Tunnelas.","","candidate","client/src/components/MarriageAnnouncements.tsx:65"
"ui.showed_7_dublees_17efe5ba","marriage","showed 7 Dublees.","","candidate","client/src/components/MarriageAnnouncements.tsx:65"
"ui.showing_marriage_reveals_your_winning_cards_to_everyone_8be63361","marriage","Showing Marriage reveals your winning cards to everyone at the table.","","ui","client/src/components/MarriageWinPanel.tsx:57"
"ui.showing_or_discarding_22392e08","marriage","Showing or discarding","","candidate","client/src/components/MarriagePlayers.tsx:18"
"ui.shown_cards_f241fe10","marriage","Shown cards","","ui","client/src/components/MarriagePlayers.tsx:45"
"ui.suggested_completed_groups_f466f7e4","marriage","Suggested completed groups","","ui","client/src/components/MarriageFinishTool.tsx:62"
"ui.suggested_final_discard_98379d76","marriage","Suggested final discard","","candidate","client/src/components/MarriageFinishTool.tsx:63"
"ui.take_discard_b0f92818","marriage","Take discard","","ui","client/src/components/MarriageCardArea.tsx:91"
"ui.take_stock_value_209feffa","marriage","Take stock · {{value1}}","","ui","client/src/components/MarriageCardArea.tsx:100"
"ui.taking_a_card_e9be9340","marriage","Taking a card","","candidate","client/src/components/MarriagePlayers.tsx:18"
"ui.taking_card_770bb6e5","marriage","Taking card…","","candidate","client/src/screens/MarriageTable.tsx:174"
"ui.tap_to_hide_the_maal_c11b4860","marriage","Tap to hide the Maal","","candidate","client/src/components/MarriageCardArea.tsx:84"
"ui.tap_to_see_the_maal_a2a4c173","marriage","Tap to see the Maal","","candidate","client/src/components/MarriageCardArea.tsx:84"
"ui.tap_to_select_00ca133e","marriage","Tap to select","","candidate","client/src/components/MarriageTunnelaPanel.tsx:36"
"ui.tap_to_take_from_deck_522c2741","marriage","Tap to take from deck","","candidate","client/src/screens/MarriageTable.tsx:164"
"ui.tap_to_take_from_discard_87de7301","marriage","Tap to take from discard","","candidate","client/src/screens/MarriageTable.tsx:164"
"ui.the_server_chooses_the_finishing_pair_shown_in_the_conf_26620358","marriage","The server chooses the finishing pair shown in the confirmation preview.","","ui","client/src/components/MarriageFinishTool.tsx:49"
"ui.these_are_alternative_groups_the_same_card_cannot_be_us_01612dcf","marriage","These are alternative groups; the same card cannot be used twice. Useful cards may not be available to draw.","","ui","client/src/components/MarriageFinishTool.tsx:68"
"ui.these_may_help_another_combination_or_become_useful_aft_732e6642","marriage","These may help another combination or become useful after Maal. They are not automatic discard suggestions.","","ui","client/src/components/MaalProgress.tsx:56"
"ui.three_melds_6379d0d1","marriage","Three melds","","ui","client/src/components/MaalProgress.tsx:21; client/src/components/MaalProgress.tsx:36"
"ui.three_sequences_tunnelas_579ff5d5","marriage","Three sequences / Tunnelas","","candidate","client/src/components/MaalProgress.tsx:34"
"ui.tiplu_value_jhiplu_value_poplu_value_09c38c57","marriage","Tiplu {{value1}} · Jhiplu {{value2}} · Poplu {{value3}}","","ui","client/src/components/MarriageMaalPanel.tsx:55"
"ui.tiplu_jhiplu_poplu_and_alter_9472d822","marriage","Tiplu, Jhiplu, Poplu and Alter","","candidate","client/src/components/MarriagePlayers.tsx:110"
"ui.track_eighth_dublee_6d5e4f85","marriage","Track eighth Dublee","","candidate","client/src/components/MarriageFinishTool.tsx:37"
"ui.tunnela_cc77444e","marriage","Tunnela","","candidate","client/src/components/MaalProgress.tsx:43; client/src/components/MarriageMeldCards.tsx:9; client/src/components/MarriagePlayers.tsx:82"
"ui.tunnela_value_96d1b7ba","marriage","Tunnela {{value1}}","","ui","client/src/components/MarriageTunnelaPanel.tsx:33"
"ui.tunnela_detected_choose_to_show_4c9fe5ab","marriage","Tunnela detected · Choose to show","","candidate","client/src/components/MarriageTunnelaPanel.tsx:43"
"ui.unavailable_2c9c1f79","marriage","Unavailable","","candidate","client/src/screens/MarriageTable.tsx:174"
"ui.view_value_s_shown_cards_c87f9c8b","marriage","View {{value1}}’s shown cards","","ui","client/src/components/MarriagePlayers.tsx:37"
"ui.view_maal_3cd2636d","marriage","View Maal","","candidate","client/src/components/MarriageMaalPanel.tsx:38"
"ui.view_shown_cards_e8bcbc52","marriage","View shown cards","","candidate","client/src/components/MarriageAnnouncements.tsx:57"
"ui.view_winning_hand_f7f2dd22","marriage","View winning hand","","candidate","client/src/components/MarriageAnnouncements.tsx:58"
"ui.visible_discard_value_value_value_0b23ffbc","marriage","Visible discard {{value1}} {{value2}}. {{value3}}","","ui","client/src/components/MarriageFinishTool.tsx:69"
"ui.visible_discard_value_completes_an_eighth_pair_value_9e3d5649","marriage","Visible discard {{value1}} completes an eighth pair. {{value2}}","","ui","client/src/components/MarriageFinishTool.tsx:56"
"ui.visible_discard_value_helps_value_value_cards_needed_va_01b1c47a","marriage","Visible discard {{value1}} helps: {{value2}} → {{value3}} cards needed. {{value4}}","","ui","client/src/components/MaalProgress.tsx:39"
"ui.wait_until_the_draw_action_allows_it_822bdba2","marriage","Wait until the draw action allows it.","","candidate","client/src/components/MaalProgress.tsx:40"
"ui.wait_until_the_server_allows_this_draw_60d6c9fd","marriage","Wait until the server allows this draw.","","candidate","client/src/components/MarriageFinishTool.tsx:56; client/src/components/MarriageFinishTool.tsx:69"
"ui.waiting_c271b656","marriage","WAITING","","ui","client/src/screens/MarriageTable.tsx:111"
"ui.waiting_for_a_matching_card_a0c7c8c0","marriage","Waiting for a matching card","","candidate","client/src/components/MarriageFinishTool.tsx:23"
"ui.waiting_for_the_creator_to_start_44f89851","marriage","Waiting for the creator to start.","","ui","client/src/screens/MarriageTable.tsx:135"
"ui.waiting_for_tunnela_declarations_95bcf731","marriage","Waiting for Tunnela declarations","","candidate","client/src/screens/MarriageTable.tsx:107"
"ui.waiting_for_turn_e9a3d720","marriage","Waiting for turn","","candidate","client/src/components/MarriagePlayers.tsx:18"
"ui.wildcards_in_your_remaining_hand_are_included_in_these_1a38a520","marriage","Wildcards in your remaining hand are included in these suggestions.","","ui","client/src/components/MarriageFinishTool.tsx:71"
"ui.wildcards_man_every_value_rank_card_value_and_value_ace_0ccbb26e","marriage","Wildcards: Man, every {{value1}}-rank card, {{value2}} and {{value3}}. Ace is low in sequences.","","ui","client/src/components/MarriageFinishTool.tsx:61"
"ui.winner_4e3adcfe","marriage; scores-and-ledger; callbreak","Winner","","ui","client/src/components/MarriagePlayers.tsx:17; client/src/components/RoundResultsTable.tsx:31; client/src/screens/LiveGameTable.tsx:187"
"ui.winning_after_maal_502af1ec","marriage","Winning after Maal","","candidate","client/src/components/MarriagePlayers.tsx:111"
"ui.winning_eighth_pair_ef34980d","marriage","Winning eighth pair","","ui","client/src/components/MarriageAnnouncements.tsx:71"
"ui.winning_groups_ready_09ef2713","marriage","Winning groups ready","","candidate","client/src/components/MarriageFinishTool.tsx:24"
"ui.winning_hand_ca73ab69","marriage","Winning hand","","candidate","client/src/components/MarriageAnnouncements.tsx:68"
"ui.winning_pair_unavailable_in_this_snapshot_4ff31122","marriage","Winning pair unavailable in this snapshot.","","ui","client/src/components/MarriageAnnouncements.tsx:72"
"ui.won_because_all_other_players_folded_679d381e","marriage","won because all other players folded.","","candidate","client/src/components/MarriageAnnouncements.tsx:65"
"ui.you_can_show_after_drawing_on_your_turn_bdcbeb6d","marriage","You can show after drawing on your turn.","","ui","client/src/components/MarriageMaalPanel.tsx:77"
"ui.you_can_show_marriage_when_finishing_is_allowed_on_your_37e934f6","marriage","You can show Marriage when finishing is allowed on your turn.","","ui","client/src/components/MarriageWinPanel.tsx:58"
"ui.you_can_take_it_using_the_draw_control_eb02f3cb","marriage","You can take it using the draw control.","","candidate","client/src/components/MarriageFinishTool.tsx:56; client/src/components/MarriageFinishTool.tsx:69"
"ui.you_drew_value_ceec5dc6","marriage","You drew {{value1}}","","ui","client/src/screens/MarriageTable.tsx:201"
"ui.you_may_take_it_using_the_draw_control_8acb4430","marriage","You may take it using the draw control.","","candidate","client/src/components/MaalProgress.tsx:40"
"ui.your_current_hand_value_cards_this_compares_missing_car_654aa40a","marriage","Your current hand · {{value1}} cards. This compares missing cards, not winning odds.","","ui","client/src/components/MaalProgress.tsx:25"
"ui.your_eighth_dublee_09b77b64","marriage","Your eighth Dublee","","candidate","client/src/components/MarriageFinishTool.tsx:22"
"ui.your_hand_no_longer_qualifies_go_back_to_your_cards_eb596df9","marriage","Your hand no longer qualifies. Go back to your cards.","","ui","client/src/components/MarriageMaalPanel.tsx:74; client/src/components/MarriageWinPanel.tsx:56"
"ui.your_path_to_a_winning_hand_e6287760","marriage","Your path to a winning hand","","candidate","client/src/components/MarriageFinishTool.tsx:22"
"ui.your_path_to_maal_d6173e6d","marriage","Your path to Maal","","ui","client/src/components/MaalProgress.tsx:23"
"ui.your_seven_shown_pairs_are_locked_the_eighth_pair_must_49b0146b","marriage","Your seven shown pairs are locked. The eighth pair must use two remaining cards with the same natural face. Maal and Man cannot substitute.","","ui","client/src/components/MarriageFinishTool.tsx:47"
"ui.your_shown_sequences_tunnelas_stay_locked_group_the_rem_a0298322","marriage","Your shown sequences/Tunnelas stay locked. Group the remaining {{value1}} cards into valid sequences, sets or Tunnelas, keeping one final discard after drawing.","","ui","client/src/components/MarriageFinishTool.tsx:60"
"ui.your_turn_confirm_discard_ba1428f7","marriage","Your turn · Confirm discard","","candidate","client/src/screens/MarriageTable.tsx:108"
"ui.your_turn_draw_a_card_bc713aeb","marriage","Your turn · Draw a card","","candidate","client/src/screens/MarriageTable.tsx:107"
"ui.your_turn_finish_round_25c6b464","marriage","Your turn · Finish round","","candidate","client/src/screens/MarriageTable.tsx:109"
"ui.your_turn_select_a_card_to_discard_4e5ceccf","marriage","Your turn · Select a card to discard","","candidate","client/src/screens/MarriageTable.tsx:108"
"ui.your_winning_cards_c0205b78","marriage","Your winning cards","","ui","client/src/components/MarriageWinPanel.tsx:53"
"ui._value_waiting_6e6a4f6f","rooms-and-tables","· {{value1}} waiting","","candidate","client/src/components/TableControls.tsx:34"
"ui._value_d9fb6e70","rooms-and-tables","· +{{value1}}","","candidate","client/src/components/TableCard.tsx:28"
"ui._observing_60809447","rooms-and-tables","· Observing","","candidate","client/src/components/TableControls.tsx:33"
"ui._waitlist_position_value_27c38359","rooms-and-tables","· Waitlist position {{value1}}","","candidate","client/src/components/TableControls.tsx:33"
"ui._your_seat_value_c8287507","rooms-and-tables","· Your seat {{value1}}","","candidate","client/src/components/TableControls.tsx:33"
"ui.value_value_value_value_value_c756fc73","rooms-and-tables","{{value1}} · {{value2}} {{value3}} · {{value4}} {{value5}}","","ui","client/src/components/RoomCard.tsx:26"
"ui.value_value_room_members_52fc8fe7","rooms-and-tables","{{value1}} · {{value2}} room members","","ui","client/src/components/InvitationPreview.tsx:37"
"ui.value_remove_25f7130f","rooms-and-tables","{{value1}} · Remove","","ui","client/src/components/RoomGameControl.tsx:388; client/src/screens/SharedRoomsScreen.tsx:402"
"ui.value_return_to_table_813e8612","rooms-and-tables","{{value1}} · Return to table","","ui","client/src/components/RoomGameControl.tsx:322"
"ui.value_you_0c567e64","rooms-and-tables","{{value1}} (You)","","candidate","client/src/screens/SharedRoomsScreen.tsx:292"
"ui.value_value_423e46f1","rooms-and-tables","{{value1}} {{value2}}?","","ui","client/src/components/RoomCard.tsx:72"
"ui.value_ce61a795","rooms-and-tables","{{value1}} →","","ui","client/src/components/TableCard.tsx:26; client/src/components/TableCard.tsx:28"
"ui.value_games_70d7806b","rooms-and-tables","{{value1}} games","","ui","client/src/components/ActiveGames.tsx:51"
"ui.value_members_value_online_a1ad22e0","rooms-and-tables","{{value1}} members · {{value2}} online","","ui","client/src/screens/SharedRoomsScreen.tsx:229"
"ui.value_more_members_11d08d08","rooms-and-tables","{{value1}} more members","","ui","client/src/components/RoomCard.tsx:54"
"ui.value_of_value_seated_b5676d4a","rooms-and-tables; flush","{{value1}} of {{value2}} seated","","ui","client/src/components/TableStartCue.tsx:23; client/src/screens/FlushTable.tsx:101"
"ui.value_online_ce613ae6","rooms-and-tables","{{value1}} online","","ui","client/src/components/RoomCard.tsx:33"
"ui.value_players_5697f05c","rooms-and-tables","{{value1}} players","","ui","client/src/components/RoomGameControl.tsx:378; client/src/screens/LobbyScreen.tsx:83"
"ui.value_players_5_deals_local_preview_67c73a0a","rooms-and-tables","{{value1}} players · 5 deals · Local preview","","ui","client/src/screens/LobbyScreen.tsx:120"
"ui.value_table_862769be","rooms-and-tables","{{value1}} table","","ui","client/src/components/RoomGameControl.tsx:379"
"ui.value_unread_messages_ce503f88","rooms-and-tables","{{value1}} unread messages","","ui","client/src/components/RoomToolbar.tsx:22"
"ui.valuevalue_value_value_seated_1eb4d382","rooms-and-tables","{{value1}}{{value2}} · {{value3}}/{{value4}} seated","","ui","client/src/components/TableCard.tsx:19"
"ui.value_value_seated_64d81c08","rooms-and-tables","{{value1}}/{{value2}} seated","","ui","client/src/screens/LobbyScreen.tsx:128"
"ui.value_value_seated_value_29ec0b37","rooms-and-tables","{{value1}}/{{value2}} seated · {{value3}}","","candidate","client/src/components/TableControls.tsx:32"
"ui._value_92b9af6d","rooms-and-tables","@{{value1}} ·","","candidate","client/src/components/RoomGameControl.tsx:392; client/src/screens/SharedRoomsScreen.tsx:403"
"ui._all_games_b569edd7","rooms-and-tables","← All games","","ui","client/src/screens/GameRoomsScreen.tsx:36; client/src/screens/LobbyScreen.tsx:63"
"ui._create_new_table_249c4799","rooms-and-tables","+ Create New Table","","ui","client/src/components/RoomGameControl.tsx:319"
"ui._create_room_e73e57f8","rooms-and-tables","+ Create room","","ui","client/src/screens/SharedRoomsScreen.tsx:340"
"ui._create_table_21bc1cac","rooms-and-tables","+ Create table","","ui","client/src/components/RoomGameControl.tsx:309; client/src/components/RoomGameControl.tsx:314"
"ui.2_10_players_lock_the_seated_roster_when_ready_81b3273f","rooms-and-tables","2–10 players · lock the seated roster when ready.","","candidate","client/src/components/RoomGameControl.tsx:376"
"ui.4_or_5_players_five_deals_61c0085d","rooms-and-tables","4 or 5 players · Five deals","","ui","client/src/screens/GameRoomsScreen.tsx:11"
"ui.a_k_q_f18a1bb7","rooms-and-tables","A ♦ K ♦ Q ♦","","candidate","client/src/screens/GameRoomsScreen.tsx:12"
"ui.a_familiar_game_a_little_friendly_rivalry_take_a_seat_cd0ee64b","rooms-and-tables","A familiar game. A little friendly rivalry. Take a seat.","","ui","client/src/screens/LobbyScreen.tsx:66"
"ui.a_little_suspense_a_familiar_circle_of_friends_703f2d8f","rooms-and-tables","A little suspense. A familiar circle of friends.","","ui","client/src/screens/GameRoomsScreen.tsx:13"
"ui.a_new_value_value_is_ready_c4d49912","rooms-and-tables","A new {{value1}} {{value2}} is ready!","","ui","client/src/components/RoomGameControl.tsx:360"
"ui.a_quick_refresher_d05a5cdc","rooms-and-tables","A quick refresher","","ui","client/src/screens/LobbyScreen.tsx:162"
"ui.aashish_1461d9be","rooms-and-tables","Aashish","","candidate","client/src/screens/LobbyScreen.tsx:15"
"ui.abandon_active_game_c5db0122","rooms-and-tables","Abandon active game?","","candidate","client/src/components/RoomGameControl.tsx:330"
"ui.abandon_match_f6e2e4ea","rooms-and-tables","Abandon match","","candidate","client/src/components/TableControls.tsx:45"
"ui.abandon_match_and_leave_room_fd6a37fb","rooms-and-tables","Abandon match and leave room","","candidate","client/src/screens/SharedRoomsScreen.tsx:327"
"ui.abandon_previous_game_8ac2ba9e","rooms-and-tables","Abandon previous game","","candidate","client/src/components/RoomGameControl.tsx:336"
"ui.abandon_the_active_match_and_leave_the_room_the_match_w_746a6a99","rooms-and-tables","Abandon the active match and leave the room? The match will stop for everyone.","","candidate","client/src/screens/SharedRoomsScreen.tsx:324"
"ui.abandon_this_active_match_it_will_stop_for_everyone_no_11872f78","rooms-and-tables","Abandon this active match? It will stop for everyone. No penalty is currently applied.","","ui","client/src/components/TableControls.tsx:57"
